Агрегат: 04030002
Точка: П4®
Направление измерений: Произвольное
Замер: ЕФС-У
Дата и время: 30.05.2018 13:49:21
Режим измерений: Основной
Тип замера: Форма сигнала
Тип диапазона: Временной
Выборка: 32768
Единицы: м/с?
Представление величин: ПИК
Усреднения: Линейные
Количество усреднений: 1
ФВЧ (Гц): 500.000000
ФНЧ (Гц): 12800.000000
Период (мс): 1000.000000

мсек	Канал А, м/с?
260.322886	-3.442550
260.353404	-0.312959
260.383923	1.833046
260.414441	3.464904
260.444960	4.202593
260.475478	3.330779
260.505997	2.101297
260.536515	0.178834
260.567034	-2.503673
260.597552	-3.800217
260.628071	-4.470844
260.658589	-4.023759
260.689108	-1.520087
260.719626	1.073003
260.750145	1.073003
260.780663	-1.520087
260.811182	-5.040876
260.841700	-6.337421
260.872219	-7.063933
260.902738	-5.845628
260.933256	-2.716038
260.963775	0.938877
260.994293	3.934343
261.024812	7.935748
261.055330	11.668902
261.085849	11.355944
261.116367	6.795682
261.146886	2.861340
261.177404	1.117711
261.207923	0.223542
261.238441	0.312959
261.268960	2.503673
261.299478	3.543144
261.329997	2.078942
261.360515	-0.704158
261.391034	-3.040174
261.421552	-6.873922
261.452071	-11.266526
261.482589	-12.473654
261.513108	-8.718145
261.543626	-2.816632
261.574145	2.593089
261.604663	7.421601
261.635182	10.908859
261.665700	11.713611
261.696219	9.478189
261.726737	5.990931
261.757256	3.084882
261.787774	0.022354
261.818293	-2.682506
261.848811	-2.235422
261.879330	1.430670
261.909848	3.621383
261.940367	2.011880
261.970885	-0.514147
262.001404	0.089417
262.031922	2.682506
262.062441	3.666092
262.092959	2.436610
262.123478	-0.402376
262.153996	-0.737689
262.184515	-0.625918
262.215033	-2.928403
262.245552	-7.980456
262.276070	-11.803028
262.306589	-9.332887
262.337107	-0.178834
262.367626	8.226353
262.398144	11.042984
262.428663	9.634668
262.459181	7.041579
262.489700	2.861340
262.520219	-4.001405
262.550737	-11.870090
262.581256	-14.463180
262.611774	-11.467714
262.642293	-2.861340
262.672811	6.795682
262.703330	11.132401
262.733848	9.835856
262.764367	7.689851
262.794885	5.555024
262.825404	0.089417
262.855922	-8.885802
262.886441	-14.351409
262.916959	-12.048924
262.947478	-5.812097
262.977996	-1.430670
263.008515	0.357668
263.039033	2.123651
263.069552	4.157885
263.100070	3.576675
263.130589	1.207128
263.161107	-0.447084
263.191626	-0.625918
263.222144	-0.760043
263.252663	-0.581210
263.283181	1.095357
263.313700	1.352430
263.344218	-1.385962
263.374737	-3.040174
263.405255	-2.637798
263.435774	-4.247302
263.466292	-5.901514
263.496811	-2.973111
263.527329	5.543846
263.557848	11.467714
263.588366	11.467714
263.618885	10.372357
263.649403	9.925273
263.679922	6.974516
263.710440	1.363607
263.740959	-3.643738
263.771477	-5.186179
263.801996	-5.454430
263.832514	-5.186179
263.863033	-3.118413
263.893551	1.743629
263.924070	4.560261
263.954588	4.873220
263.985107	5.588555
264.015625	6.750974
264.046144	5.275596
264.076662	2.503673
264.107181	0.894169
264.137700	2.101297
264.168218	4.258479
264.198737	4.940282
264.229255	3.308424
264.259774	0.670627
264.290292	-1.698921
264.320811	-2.861340
264.351329	-2.593089
264.381848	-0.178834
264.412366	2.693683
264.442885	4.828511
264.473403	5.700326
264.503922	6.996871
264.534440	4.604969
264.564959	-2.593089
264.595477	-9.478189
264.625996	-13.770199
264.656514	-15.513828
264.687033	-14.753784
264.717551	-10.685317
264.748070	-2.660152
264.778588	6.885099
264.809107	14.217283
264.839625	18.062208
264.870144	16.139746
264.900662	8.606375
264.931181	-0.849460
264.961699	-9.791148
264.992218	-17.346874
265.022736	-21.460051
265.053255	-17.570415
265.083773	-7.421601
265.114292	3.062528
265.144810	12.026570
265.175329	18.274574
265.205847	19.783484
265.236366	13.703136
265.266884	4.493198
265.297403	-4.560261
265.327921	-12.831322
265.358440	-18.554003
265.388958	-16.966852
265.419477	-7.924571
265.449995	0.748866
265.480514	4.940282
265.511032	9.031104
265.541551	11.367121
265.572069	8.002810
265.602588	0.983586
265.633106	-2.682506
265.663625	-3.666092
265.694143	-6.236827
265.724662	-9.008750
265.755181	-4.828511
265.785699	3.219007
265.816218	7.511018
265.846736	8.226353
265.877255	10.193524
265.907773	10.282941
265.938292	4.582615
265.968810	-2.302485
265.999329	-5.063231
266.029847	-4.962636
266.060366	-4.828511
266.090884	-3.755509
266.121403	0.782398
266.151921	6.013285
266.182440	6.907454
266.212958	3.844926
266.243477	1.497733
266.273995	-1.296545
266.304514	-5.353836
266.335032	-7.198059
266.365551	-4.873220
266.396069	-0.424730
266.426588	2.593089
266.457106	4.113176
266.487625	5.901514
266.518143	5.297950
266.548662	0.715335
266.579180	-4.046113
266.609699	-7.153350
266.640217	-7.421601
266.670736	-5.543846
266.701254	-0.804752
266.731773	5.946222
266.762291	10.674140
266.792810	10.551191
266.823328	6.907454
266.853847	1.430670
266.884365	-4.515552
266.914884	-9.086990
266.945402	-9.031104
266.975921	-5.342659
267.006439	-1.587150
267.036958	0.815929
267.067476	4.604969
267.097995	7.376892
267.128513	7.332184
267.159032	4.694386
267.189550	2.235422
267.220069	0.268251
267.250587	-1.385962
267.281106	-1.397139
267.311625	0.581210
267.342143	2.816632
267.372662	5.007345
267.403180	5.901514
267.433699	5.677972
267.464217	4.157885
267.494736	0.558855
267.525254	-3.822572
267.555773	-6.125056
267.586291	-5.756211
267.616810	-3.576675
267.647328	-2.771923
267.677847	-0.782398
267.708365	4.381427
267.738884	6.840391
267.769402	4.180239
267.799921	1.788337
267.830439	1.542441
267.860958	-0.312959
267.891476	-3.520790
267.921995	-3.576675
267.952513	0.201188
267.983032	1.967171
268.013550	1.967171
268.044069	4.157885
268.074587	4.649678
268.105106	0.067063
268.135624	-4.739094
268.166143	-6.259181
268.196661	-5.901514
268.227180	-5.387367
268.257698	-2.939580
268.288217	1.073003
268.318735	4.392604
268.349254	3.263716
268.379772	-0.089417
268.410291	-2.391901
268.440809	-3.174299
268.471328	-5.186179
268.501846	-7.332184
268.532365	-7.566903
268.562883	-4.157885
268.593402	1.341253
268.623920	5.856805
268.654439	9.835856
268.684957	11.892445
268.715476	8.684614
268.745994	4.292010
268.776513	1.654212
268.807031	0.234719
268.837550	-3.755509
268.868068	-7.421601
268.898587	-7.779268
268.929106	-6.348598
268.959624	-4.694386
268.990143	-1.330076
269.020661	2.436610
269.051180	4.783803
269.081698	4.515552
269.112217	3.219007
269.142735	1.698921
269.173254	-0.804752
269.203772	-2.503673
269.234291	-3.219007
269.264809	-4.101999
269.295328	-2.727215
269.325846	0.033531
269.356365	2.593089
269.386883	5.096762
269.417402	6.616849
269.447920	6.259181
269.478439	4.873220
269.508957	2.593089
269.539476	0.268251
269.569994	-0.715335
269.600513	-0.950054
269.631031	0.715335
269.661550	2.548381
269.692068	4.224947
269.722587	5.543846
269.753105	4.739094
269.783624	2.280130
269.814142	0.648272
269.844661	-0.335313
269.875179	-1.609504
269.905698	-3.710800
269.936216	-4.180239
269.966735	-4.537907
269.997253	-4.716740
270.027772	-0.938877
270.058290	4.292010
270.088809	5.365013
270.119327	4.739094
270.149846	4.381427
270.180364	3.431373
270.210883	-0.514147
270.241401	-4.180239
270.271920	-5.990931
270.302438	-6.840391
270.332957	-6.113879
270.363475	-0.894169
270.393994	5.901514
270.424512	10.506483
270.455031	12.384237
270.485549	10.551191
270.516068	3.442550
270.546587	-5.230887
270.577105	-11.300057
270.607624	-14.373763
270.638142	-15.022036
270.668661	-10.048222
270.699179	-1.408316
270.729698	5.677972
270.760216	8.584021
270.790735	9.142876
270.821253	7.376892
270.851772	1.631858
270.882290	-5.096762
270.912809	-9.209938
270.943327	-9.835856
270.973846	-7.332184
271.004364	-0.692981
271.034883	6.169765
271.065401	9.344064
271.095920	8.941688
271.126438	5.990931
271.156957	2.067765
271.187475	-1.698921
271.217994	-3.733155
271.248512	-3.129591
271.279031	-1.251836
271.309549	2.011880
271.340068	6.102702
271.370586	9.131699
271.401105	9.221115
271.431623	6.549786
271.462142	1.184774
271.492660	-4.057291
271.523179	-6.572140
271.553697	-5.633263
271.584216	-3.040174
271.614734	1.095357
271.645253	3.844926
271.675771	5.186179
271.706290	6.136233
271.736808	4.940282
271.767327	0.178834
271.797845	-5.599732
271.828364	-9.098167
271.858882	-7.421601
271.889401	-2.526027
271.919919	1.520087
271.950438	2.235422
271.980956	1.721275
272.011475	-0.178834
272.041993	-2.559558
272.072512	-4.895574
272.103030	-6.214473
272.133549	-5.700326
272.164068	-3.219007
272.194586	1.073003
272.225105	5.286773
272.255623	6.359776
272.286142	4.236125
272.316660	1.609504
272.347179	0.380022
272.377697	-0.044708
272.408216	-0.357668
272.438734	-0.178834
272.469253	0.402376
272.499771	0.190011
272.530290	0.178834
272.560808	0.894169
272.591327	2.011880
272.621845	2.246599
272.652364	1.162419
272.682882	1.609504
272.713401	2.011880
272.743919	1.698921
272.774438	0.994763
272.804956	2.056588
272.835475	3.531967
272.865993	4.761449
272.896512	5.543846
272.927030	5.767388
272.957549	4.303187
272.988067	0.044708
273.018586	-4.515552
273.049104	-7.063933
273.079623	-7.555726
273.110141	-6.125056
273.140660	-4.169062
273.171178	-0.670627
273.201697	1.788337
273.232215	2.503673
273.262734	2.458964
273.293252	2.961934
273.323771	2.526027
273.354289	0.558855
273.384808	-1.430670
273.415326	-2.347193
273.445845	-3.576675
273.476363	-4.493198
273.506882	-3.353133
273.537400	-1.475379
273.567919	-0.178834
273.598437	1.788337
273.628956	4.917928
273.659474	8.237530
273.689993	11.065338
273.720511	10.819442
273.751030	6.460369
273.781549	0.771221
273.812067	-4.359073
273.842586	-8.226353
273.873104	-10.864150
273.903623	-9.947627
273.934141	-3.129591
273.964660	3.979051
273.995178	7.555726
274.025697	9.567606
274.056215	10.864150
274.086734	7.734560
274.117252	1.441847
274.147771	-4.068468
274.178289	-8.271061
274.208808	-12.227757
274.239326	-11.747142
274.269845	-6.259181
274.300363	-0.402376
274.330882	3.755509
274.361400	7.511018
274.391919	9.925273
274.422437	10.193524
274.452956	7.041579
274.483474	1.788337
274.513993	-5.275596
274.544511	-10.908859
274.575030	-12.428946
274.605548	-10.506483
274.636067	-8.405187
274.666585	-5.007345
274.697104	1.184774
274.727622	7.063933
274.758141	9.008750
274.788659	10.841796
274.819178	13.155457
274.849696	11.087692
274.880215	3.688446
274.910733	-3.666092
274.941252	-7.488663
274.971770	-9.299356
275.002289	-8.919333
275.032807	-5.365013
275.063326	-2.749569
275.093844	-0.983586
275.124363	1.810692
275.154881	4.381427
275.185400	3.576675
275.215918	0.894169
275.246437	0.637095
275.276955	1.162419
275.307474	1.464201
275.337992	2.682506
275.368511	4.135530
275.399030	2.682506
275.429548	-0.044708
275.460067	0.447084
275.490585	2.727215
275.521104	0.804752
275.551622	-4.247302
275.582141	-6.728620
275.612659	-6.706266
275.643178	-6.527432
275.673696	-2.950757
275.704215	3.699623
275.734733	8.639906
275.765252	8.941688
275.795770	7.622789
275.826289	4.560261
275.856807	-0.033531
275.887326	-5.432075
275.917844	-8.047519
275.948363	-7.063933
275.978881	-4.906751
276.009400	-3.040174
276.039918	-0.312959
276.070437	2.917226
276.100955	4.694386
276.131474	3.084882
276.161992	0.290605
276.192511	-2.302485
276.223029	-2.391901
276.253548	-1.050648
276.284066	-0.022354
276.314585	2.257776
276.345103	6.806859
276.375622	10.215878
276.406140	11.031807
276.436659	8.718145
276.467177	5.566201
276.497696	1.251836
276.528214	-4.113176
276.558733	-6.348598
276.589251	-4.046113
276.619770	0.178834
276.650288	3.777863
276.680807	6.125056
276.711325	7.287476
276.741844	6.259181
276.772362	1.654212
276.802881	-5.409721
276.833399	-10.908859
276.863918	-14.261992
276.894436	-16.050329
276.924955	-13.490771
276.955473	-4.716740
276.985992	4.895574
277.016511	10.327649
277.047029	13.077218
277.077548	13.010156
277.108066	7.745737
277.138585	-2.011880
277.169103	-10.126461
277.199622	-13.658428
277.230140	-12.015392
277.260659	-6.415661
277.291177	2.503673
277.321696	11.825382
277.352214	16.989206
277.382733	15.089098
277.413251	10.461775
277.443770	5.029699
277.474288	-2.391901
277.504807	-9.589960
277.535325	-11.803028
277.565844	-9.299356
277.596362	-4.962636
277.626881	-1.654212
277.657399	1.184774
277.687918	2.168359
277.718436	2.369547
277.748955	1.698921
277.779473	1.520087
277.809992	1.900109
277.840510	2.190713
277.871029	3.040174
277.901547	5.186179
277.932066	8.069873
277.962584	8.919333
277.993103	5.990931
278.023621	3.308424
278.054140	0.659449
278.084658	-3.621383
278.115177	-7.958102
278.145695	-10.059399
278.176214	-10.059399
278.206732	-9.277001
278.237251	-7.768091
278.267769	-4.068468
278.298288	0.760043
278.328806	5.376190
278.359325	8.807562
278.389843	10.059399
278.420362	8.874625
278.450880	2.771923
278.481399	-3.911988
278.511917	-6.952162
278.542436	-7.421601
278.572954	-5.499138
278.603473	-1.050648
278.633992	4.113176
278.664510	9.131699
278.695029	11.400652
278.725547	9.981159
278.756066	4.515552
278.786584	-1.609504
278.817103	-6.125056
278.847621	-10.126461
278.878140	-12.920738
278.908658	-10.685317
278.939177	-5.409721
278.969695	1.877754
279.000214	8.226353
279.030732	12.652488
279.061251	14.597305
279.091769	12.876030
279.122288	7.578080
279.152806	2.235422
279.183325	-1.877754
279.213843	-5.543846
279.244362	-7.779268
279.274880	-6.035639
279.305399	-1.430670
279.335917	2.291307
279.366436	3.431373
279.396954	5.845628
279.427473	7.287476
279.457991	4.403781
279.488510	-0.625918
279.519028	-3.844926
279.549547	-6.460369
279.580065	-9.735263
279.610584	-11.311234
279.641102	-8.896979
279.671621	-5.800920
279.702139	-4.090822
279.732658	-0.480616
279.763176	5.007345
279.793695	7.421601
279.824213	6.348598
279.854732	6.840391
279.885250	8.472249
279.915769	7.868685
279.946287	6.415661
279.976806	5.856805
280.007324	4.515552
280.037843	0.145302
280.068361	-3.666092
280.098880	-3.889634
280.129398	-3.666092
280.159917	-4.113176
280.190435	-3.643738
280.220954	-1.330076
280.251473	0.469439
280.281991	1.877754
280.312510	3.263716
280.343028	4.135530
280.373547	3.151945
280.404065	1.095357
280.434584	-1.967171
280.465102	-4.582615
280.495621	-5.655617
280.526139	-4.828511
280.556658	-2.492496
280.587176	1.207128
280.617695	4.917928
280.648213	7.030402
280.678732	5.655617
280.709250	2.190713
280.739769	-3.610206
280.770287	-9.657022
280.800806	-12.697196
280.831324	-11.042984
280.861843	-7.678674
280.892361	-3.196653
280.922880	1.631858
280.953398	5.230887
280.983917	6.214473
281.014435	4.515552
281.044954	0.447084
281.075472	-4.191416
281.105991	-5.588555
281.136509	-2.503673
281.167028	2.414256
281.197546	6.896276
281.228065	9.768794
281.258583	11.467714
281.289102	11.288880
281.319620	10.193524
281.350139	8.405187
281.380657	5.856805
281.411176	4.068468
281.441694	3.286070
281.472213	3.330779
281.502731	2.414256
281.533250	0.547678
281.563768	-1.341253
281.594287	-2.738392
281.624805	-4.627323
281.655324	-7.589257
281.685842	-11.534777
281.716361	-13.211344
281.746879	-10.774734
281.777398	-4.828511
281.807917	1.251836
281.838435	5.141470
281.868954	5.543846
281.899472	1.408316
281.929991	-6.527432
281.960509	-14.820848
281.991028	-21.012966
282.021546	-20.454111
282.052065	-12.093633
282.082583	2.637798
282.113102	17.883375
282.143620	28.624578
282.174139	31.787699
282.204657	26.646229
282.235176	14.306700
282.265694	-0.435907
282.296213	-12.227757
282.326731	-18.352814
282.357250	-17.346874
282.387768	-10.193524
282.418287	0.380022
282.448805	11.288880
282.479324	19.381107
282.509842	22.980137
282.540361	20.722361
282.570879	13.591365
282.601398	4.862042
282.631916	-2.749569
282.662435	-9.455834
282.692953	-13.144280
282.723472	-13.177813
282.753990	-11.154756
282.784509	-7.857508
282.815027	-4.649678
282.845546	-2.090120
282.876064	-0.748866
282.906583	-2.034234
282.937101	-4.292010
282.967620	-5.588555
282.998138	-6.214473
283.028657	-4.537907
283.059175	-0.894169
283.089694	2.324839
283.120212	4.515552
283.150731	4.929105
283.181249	4.157885
283.211768	3.140768
283.242286	0.625918
283.272805	-2.391901
283.303323	-3.733155
283.333842	-2.358370
283.364360	0.201188
283.394879	4.895574
283.425398	8.628729
283.455916	9.701731
283.486435	8.628729
283.516953	6.214473
283.547472	2.704860
283.577990	-0.514147
283.608509	-2.950757
283.639027	-4.381427
283.669546	-5.096762
283.700064	-5.186179
283.730583	-5.365013
283.761101	-4.146708
283.791620	-2.682506
283.822138	-2.414256
283.852657	-2.593089
283.883175	-1.028294
283.913694	0.201188
283.944212	1.095357
283.974731	1.967171
284.005249	2.458964
284.035768	1.162419
284.066286	0.022354
284.096805	1.609504
284.127323	4.314364
284.157842	5.275596
284.188360	5.029699
284.218879	5.566201
284.249397	4.493198
284.279916	0.916523
284.310434	-1.721275
284.340953	-2.749569
284.371471	-0.983586
284.401990	3.464904
284.432508	8.964042
284.463027	13.636074
284.493545	13.367823
284.524064	7.175704
284.554582	-0.804752
284.585101	-7.287476
284.615619	-12.607780
284.646138	-14.284346
284.676656	-11.758319
284.707175	-5.711503
284.737693	0.983586
284.768212	5.543846
284.798730	5.756211
284.829249	2.414256
284.859767	-3.174299
284.890286	-8.405187
284.920804	-11.624194
284.951323	-11.512423
284.981841	-8.584021
285.012360	-4.426136
285.042879	-0.346490
285.073397	3.844926
285.103916	6.214473
285.134434	4.984991
285.164953	0.380022
285.195471	-2.749569
285.225990	-3.800217
285.256508	-3.040174
285.287027	-0.938877
285.317545	2.201890
285.348064	4.850865
285.378582	6.013285
285.409101	6.505078
285.439619	7.633966
285.470138	8.427541
285.500656	8.092227
285.531175	6.996871
285.561693	5.745034
285.592212	3.420196
285.622730	0.815929
285.653249	-1.698921
285.683767	-2.838986
285.714286	-3.643738
285.744804	-4.739094
285.775323	-4.604969
285.805841	-4.292010
285.836360	-4.783803
285.866878	-4.716740
285.897397	-3.118413
285.927915	-1.475379
285.958434	0.089417
285.988952	2.481318
286.019471	5.119116
286.049989	4.761449
286.080508	2.458964
286.111026	0.290605
286.141545	-1.564795
286.172063	-4.202593
286.202582	-5.365013
286.233100	-3.353133
286.263619	-0.346490
286.294137	2.503673
286.324656	5.543846
286.355174	8.338123
286.385693	10.204701
286.416211	9.299356
286.446730	7.287476
286.477248	4.034936
286.507767	0.760043
286.538285	-2.660152
286.568804	-5.387367
286.599322	-6.169765
286.629841	-4.191416
286.660360	-0.748866
286.690878	3.286070
286.721397	6.091525
286.751915	7.354538
286.782434	5.834451
286.812952	1.967171
286.843471	-2.302485
286.873989	-4.627323
286.904508	-5.432075
286.935026	-5.689149
286.965545	-5.454430
286.996063	-3.710800
287.026582	-2.436610
287.057100	-1.587150
287.087619	-1.028294
287.118137	-0.782398
287.148656	-0.447084
287.179174	0.502970
287.209693	2.235422
287.240211	4.046113
287.270730	4.873220
287.301248	4.292010
287.331767	3.129591
287.362285	1.385962
287.392804	-1.341253
287.423322	-2.805454
287.453841	-2.950757
287.484359	-2.816632
287.514878	-2.369547
287.545396	-2.324839
287.575915	-3.621383
287.606433	-4.560261
287.636952	-3.599029
287.667470	-2.615444
287.697989	-1.698921
287.728507	-0.312959
287.759026	2.503673
287.789544	4.470844
287.820063	5.286773
287.850581	6.259181
287.881100	7.421601
287.911618	6.996871
287.942137	5.745034
287.972655	3.498435
288.003174	0.380022
288.033692	-2.615444
288.064211	-4.359073
288.094729	-4.426136
288.125248	-2.973111
288.155766	-1.497733
288.186285	1.162419
288.216803	4.403781
288.247322	7.253944
288.277841	7.354538
288.308359	5.644440
288.338878	1.967171
288.369396	-2.794277
288.399915	-7.142173
288.430433	-8.606375
288.460952	-7.779268
288.491470	-5.677972
288.521989	-2.503673
288.552507	1.665389
288.583026	5.655617
288.613544	7.835154
288.644063	6.315067
288.674581	2.458964
288.705100	-1.207128
288.735618	-2.850163
288.766137	-2.324839
288.796655	0.223542
288.827174	1.520087
288.857692	1.520087
288.888211	0.983586
288.918729	-0.346490
288.949248	-2.045411
288.979766	-3.710800
289.010285	-4.504375
289.040803	-4.224947
289.071322	-1.788337
289.101840	2.235422
289.132359	5.733857
289.162877	7.734560
289.193396	6.639203
289.223914	3.263716
289.254433	0.312959
289.284951	-2.593089
289.315470	-5.767388
289.345988	-7.689851
289.376507	-7.913393
289.407025	-6.236827
289.437544	-2.950757
289.468062	0.827106
289.498581	5.208533
289.529099	7.712205
289.559618	7.343361
289.590136	6.080348
289.620655	5.186179
289.651173	2.190713
289.681692	-0.849460
289.712210	-2.257776
289.742729	-2.950757
289.773247	-3.040174
289.803766	-1.195951
289.834284	2.235422
289.864803	5.990931
289.895322	7.868685
289.925840	7.242767
289.956359	4.213770
289.986877	-0.178834
290.017396	-5.409721
290.047914	-7.779268
290.078433	-8.226353
290.108951	-6.795682
290.139470	-3.710800
290.169988	0.592387
290.200507	4.426136
290.231025	6.616849
290.261544	6.259181
290.292062	4.292010
290.322581	1.520087
290.353099	-1.162419
290.383618	-2.861340
290.414136	-2.995465
290.444655	-2.056588
290.475173	-0.022354
290.505692	2.794277
290.536210	6.169765
290.566729	8.136936
290.597247	7.108642
290.627766	3.263716
290.658284	-0.391199
290.688803	-3.822572
290.719321	-7.063933
290.749840	-7.801622
290.780358	-5.812097
290.810877	-2.939580
290.841395	-0.156480
290.871914	3.129591
290.902432	5.275596
290.932951	5.633263
290.963469	4.157885
290.993988	2.190713
291.024506	1.117711
291.055025	-0.044708
291.085543	-1.307722
291.116062	-1.564795
291.146580	-2.347193
291.177099	-3.520790
291.207617	-4.113176
291.238136	-3.040174
291.268654	-1.408316
291.299173	0.625918
291.329691	3.420196
291.360210	6.840391
291.390728	7.958102
291.421247	7.019225
291.451765	4.470844
291.482284	0.558855
291.512803	-4.090822
291.543321	-6.326244
291.573840	-5.409721
291.604358	-1.698921
291.634877	2.716038
291.665395	5.633263
291.695914	6.885099
291.726432	6.706266
291.756951	3.822572
291.787469	-0.424730
291.817988	-5.722680
291.848506	-9.478189
291.879025	-10.528837
291.909543	-8.673437
291.940062	-5.297950
291.970580	-1.073003
292.001099	2.738392
292.031617	6.080348
292.062136	8.058696
292.092654	7.958102
292.123173	5.543846
292.153691	1.005940
292.184210	-2.861340
292.214728	-4.962636
292.245247	-4.638501
292.275765	-2.593089
292.306284	-0.022354
292.336802	3.330779
292.367321	6.616849
292.397839	7.209236
292.428358	4.314364
292.458876	0.558855
292.489395	-1.855400
292.519913	-4.001405
292.550432	-6.069170
292.580950	-6.661557
292.611469	-4.895574
292.641987	-3.308424
292.672506	-1.587150
292.703024	0.000000
292.733543	1.922463
292.764061	2.727215
292.794580	2.146005
292.825098	1.005940
292.855617	0.134125
292.886135	-1.207128
292.916654	-2.313662
292.947172	-2.324839
292.977691	-1.240659
293.008209	0.279428
293.038728	2.727215
293.069246	4.828511
293.099765	5.756211
293.130284	5.141470
293.160802	4.046113
293.191321	1.698921
293.221839	-0.860637
293.252358	-2.838986
293.282876	-3.397841
293.313395	-2.503673
293.343913	0.424730
293.374432	3.666092
293.404950	5.555024
293.435469	6.818037
293.465987	8.069873
293.496506	7.689851
293.527024	4.694386
293.557543	0.089417
293.588061	-3.844926
293.618580	-6.214473
293.649098	-6.259181
293.679617	-4.113176
293.710135	-0.983586
293.740654	1.542441
293.771172	3.062528
293.801691	4.560261
293.832209	5.342659
293.862728	4.023759
293.893246	0.849460
293.923765	-0.748866
293.954283	-1.587150
293.984802	-2.056588
294.015320	-2.637798
294.045839	-2.660152
294.076357	-2.548381
294.106876	-2.883694
294.137394	-3.453727
294.167913	-2.950757
294.198431	-1.777160
294.228950	-0.536501
294.259468	0.089417
294.289987	0.894169
294.320505	1.117711
294.351024	0.413553
294.381542	-0.894169
294.412061	-1.128888
294.442579	-1.117711
294.473098	-0.972409
294.503616	-1.005940
294.534135	-0.536501
294.564653	-0.625918
294.595172	0.044708
294.625690	1.140065
294.656209	2.816632
294.686728	3.800217
294.717246	3.219007
294.747765	2.190713
294.778283	1.162419
294.808802	0.279428
294.839320	0.558855
294.869839	1.475379
294.900357	1.788337
294.930876	-0.312959
294.961394	-2.257776
294.991913	-1.385962
295.022431	1.028294
295.052950	2.615444
295.083468	3.531967
295.113987	3.509612
295.144505	2.593089
295.175024	0.625918
295.205542	-2.213068
295.236061	-3.800217
295.266579	-3.565498
295.297098	-1.855400
295.327616	1.676566
295.358135	6.348598
295.388653	9.187584
295.419172	9.209938
295.449690	6.907454
295.480209	3.219007
295.510727	0.178834
295.541246	-1.229482
295.571764	-1.609504
295.602283	-1.497733
295.632801	-1.073003
295.663320	-1.162419
295.693838	-2.503673
295.724357	-2.324839
295.754875	-2.593089
295.785394	-3.721977
295.815912	-5.432075
295.846431	-5.812097
295.876949	-3.543144
295.907468	0.178834
295.937986	1.922463
295.968505	3.755509
295.999023	6.974516
296.029542	8.964042
296.060060	8.002810
296.090579	5.633263
296.121097	1.788337
296.151616	-3.163122
296.182134	-7.242767
296.212653	-7.198059
296.243171	-4.325541
296.273690	-0.044708
296.304209	3.543144
296.334727	6.639203
296.365246	8.103404
296.395764	7.265121
296.426283	2.917226
296.456801	-3.040174
296.487320	-7.153350
296.517838	-9.109344
296.548357	-8.136936
296.578875	-3.666092
296.609394	1.698921
296.639912	5.543846
296.670431	6.672734
296.700949	5.543846
296.731468	2.503673
296.761986	-2.123651
296.792505	-7.153350
296.823023	-9.701731
296.853542	-8.248707
296.884060	-4.202593
296.914579	0.268251
296.945097	4.001405
296.975616	6.438015
297.006134	6.974516
297.036653	5.029699
297.067171	-0.067063
297.097690	-5.499138
297.128208	-10.864150
297.158727	-14.697899
297.189245	-15.603245
297.219764	-12.786613
297.250282	-7.466309
297.280801	-0.983586
297.311319	5.543846
297.341838	9.835856
297.372356	9.589960
297.402875	6.326244
297.433393	2.213068
297.463912	-0.178834
297.494430	-1.475379
297.524949	-0.581210
297.555467	1.564795
297.585986	3.844926
297.616504	4.649678
297.647023	4.649678
297.677541	2.816632
297.708060	0.357668
297.738578	-1.497733
297.769097	-2.078942
297.799615	-1.609504
297.830134	-0.134125
297.860652	2.481318
297.891171	5.543846
297.921690	7.622789
297.952208	7.980456
297.982727	6.080348
298.013245	2.436610
298.043764	-3.487258
298.074282	-7.667497
298.104801	-8.002810
298.135319	-7.019225
298.165838	-7.734560
298.196356	-7.242767
298.226875	-2.045411
298.257393	6.549786
298.287912	14.239637
298.318430	15.446765
298.348949	8.718145
298.379467	-1.765983
298.409986	-10.372357
298.440504	-16.139746
298.471023	-16.095037
298.501541	-8.673437
298.532060	-0.178834
298.562578	4.694386
298.593097	11.400652
298.623615	19.179920
298.654134	17.849844
298.684652	6.639203
298.715171	-4.895574
298.745689	-11.579486
298.776208	-11.937153
298.806726	-7.063933
298.837245	0.692981
298.867763	6.438015
298.898282	7.913393
298.928800	7.533372
298.959319	7.935748
298.989837	5.186179
299.020356	-0.301782
299.050874	-5.812097
299.081393	-12.384237
299.111911	-19.358753
299.142430	-19.448170
299.172948	-8.628729
299.203467	6.438015
299.233985	15.603245
299.264504	16.385643
299.295022	11.355944
299.325541	7.511018
299.356059	5.543846
299.386578	2.146005
299.417096	-5.499138
299.447615	-16.765665
299.478133	-21.985374
299.508652	-7.265121
299.539171	16.720957
299.569689	25.573227
299.600208	14.530242
299.630726	-0.469439
299.661245	-8.304592
299.691763	-12.250113
299.722282	-11.803028
299.752800	-5.443253
299.783319	-2.838986
299.813837	-2.749569
299.844356	6.303890
299.874874	22.085968
299.905393	24.723766
299.935911	6.885099
299.966430	-9.657022
299.996948	-11.311234
300.027467	-8.852271
300.057985	-8.002810
300.088504	-3.666092
300.119022	4.202593
300.149541	8.941688
300.180059	8.405187
300.210578	8.047519
300.241096	3.487258
300.271615	-6.683911
300.302133	-15.111452
300.332652	-17.078623
300.363170	-13.032510
300.393689	-5.588555
300.424207	3.666092
300.454726	13.188990
