Агрегат: 03010002
Точка: П3®
Направление измерений: Произвольное
Замер: ЕФС-У
Дата и время: 29.05.2018 15:17:12
Режим измерений: Основной
Тип замера: Форма сигнала
Тип диапазона: Временной
Выборка: 32768
Единицы: м/с?
Представление величин: ПИК
Усреднения: Линейные
Количество усреднений: 1
ФВЧ (Гц): 500.000000
ФНЧ (Гц): 12800.000000
Период (мс): 1000.000000

мсек	Канал А, м/с?
7.385479	34.906113
7.415998	19.615828
7.446516	12.272467
7.477035	26.735645
7.507553	22.220095
7.538072	10.014690
7.568590	11.624194
7.599109	13.524302
7.629627	-4.716740
7.660146	-25.662643
7.690664	-14.843202
7.721183	8.651083
7.751701	12.741905
7.782220	11.892445
7.812738	3.666092
7.843257	-28.322796
7.873775	-52.219456
7.904294	-48.553364
7.934812	-25.338507
7.965331	10.372357
7.995849	32.324200
8.026368	29.641695
8.056887	15.759725
8.087405	10.864150
8.117924	22.577761
8.148442	21.672415
8.178961	-7.399247
8.209479	-37.376255
8.239998	-45.826149
8.270516	-31.653574
8.301035	-4.001405
8.331553	20.767069
8.362072	27.674522
8.392590	17.212749
8.423109	9.433480
8.453627	3.755509
8.484146	-13.144280
8.514664	-23.460752
8.545183	-19.492880
8.575701	-8.181644
8.606220	7.332184
8.636738	11.445360
8.667257	5.946222
8.697775	2.414256
8.728294	3.777863
8.758812	5.555024
8.789331	0.983586
8.819849	3.576675
8.850368	16.273872
8.880886	14.753784
8.911405	-4.090822
8.941923	-17.950438
8.972442	-20.521173
9.002960	-14.094336
9.033479	-0.793575
9.063997	7.868685
9.094516	4.962636
9.125034	-4.191416
9.155553	-6.873922
9.186071	-0.648272
9.216590	0.558855
9.247108	-0.078240
9.277627	9.969982
9.308145	17.816313
9.338664	14.597305
9.369182	8.762854
9.399701	5.320304
9.430219	6.259181
9.460738	6.438015
9.491256	2.414256
9.521775	-2.939580
9.552293	-7.924571
9.582812	-6.885099
9.613330	-5.778565
9.643849	-10.148815
9.674368	-8.226353
9.704886	2.615444
9.735405	10.998276
9.765923	11.937153
9.796442	10.104107
9.826960	3.040174
9.857479	-11.579486
9.887997	-16.698601
9.918516	-10.819442
9.949034	-7.924571
9.979553	-5.253242
10.010071	1.140065
10.040590	10.931213
10.071108	14.127867
10.101627	3.531967
10.132145	-2.190713
10.162664	3.062528
10.193182	1.341253
10.223701	-5.253242
10.254219	-2.179536
10.284738	2.593089
10.315256	0.201188
10.345775	-3.755509
10.376293	-4.347896
10.406812	0.994763
10.437330	8.159290
10.467849	7.555726
10.498367	-0.178834
10.528886	-8.271061
10.559404	-13.658428
10.589923	-9.254646
10.620441	1.631858
10.650960	5.096762
10.681478	2.235422
10.711997	-2.458964
10.742515	-6.259181
10.773034	-4.582615
10.803552	-2.324839
10.834071	-6.505078
10.864589	-12.160695
10.895108	-10.718848
10.925626	-4.683209
10.956145	0.648272
10.986663	5.543846
11.017182	6.818037
11.047700	3.040174
11.078219	0.491793
11.108737	0.145302
11.139256	-1.810692
11.169774	-2.682506
11.200293	-0.894169
11.230811	2.861340
11.261330	7.846331
11.291849	11.467714
11.322367	10.908859
11.352886	4.917928
11.383404	-5.342659
11.413923	-11.076515
11.444441	-8.494603
11.474960	-3.129591
11.505478	5.588555
11.535997	13.703136
11.566515	12.004215
11.597034	3.710800
11.627552	-0.089417
11.658071	0.022354
11.688589	-1.162419
11.719108	2.168359
11.749626	7.153350
11.780145	5.901514
11.810663	2.190713
11.841182	-1.788337
11.871700	-6.013285
11.902219	-9.612314
11.932737	-14.373763
11.963256	-15.379703
11.993774	-8.494603
12.024293	0.044708
12.054811	7.734560
12.085330	12.518363
12.115848	9.299356
12.146367	1.073003
12.176885	-4.694386
12.207404	-9.053459
12.237922	-12.641311
12.268441	-7.287476
12.298959	4.772626
12.329478	12.931915
12.359996	17.033915
12.390515	20.152328
12.421033	16.475060
12.451552	4.213770
12.482070	-5.901514
12.512589	-7.868685
12.543107	-3.464904
12.573626	1.296545
12.604144	4.426136
12.634663	6.460369
12.665181	2.369547
12.695700	-7.846331
12.726218	-14.954972
12.756737	-14.753784
12.787255	-12.518363
12.817774	-11.534777
12.848292	-9.958805
12.878811	-3.151945
12.909330	8.874625
12.939848	15.692662
12.970367	8.405187
13.000885	-4.068468
13.031404	-11.747142
13.061922	-14.038449
13.092441	-3.286070
13.122959	10.305295
13.153478	9.858211
13.183996	13.569011
13.214515	21.012966
13.245033	10.551191
13.275552	1.162419
13.306070	2.011880
13.336589	-10.908859
13.367107	-25.483810
13.397626	-21.683592
13.428144	-13.010156
13.458663	-2.347193
13.489181	13.233698
13.519700	19.023441
13.550218	12.339529
13.580737	1.453024
13.611255	-11.400652
13.641774	-16.486237
13.672292	-10.461775
13.702811	-4.280833
13.733329	-0.178834
13.763848	7.712205
13.794366	14.910264
13.824885	13.792553
13.855403	9.209938
13.885922	2.727215
13.916440	-10.696494
13.946959	-20.208214
13.977477	-13.446063
14.007996	-2.190713
14.038514	1.564795
14.069033	3.319602
14.099551	4.202593
14.130070	2.593089
14.160588	0.033531
14.191107	-3.979051
14.221625	-5.052053
14.252144	1.341253
14.282662	6.214473
14.313181	5.555024
14.343699	5.275596
14.374218	1.609504
14.404736	-3.129591
14.435255	-3.397841
14.465773	-4.470844
14.496292	-4.649678
14.526811	2.324839
14.557329	10.931213
14.587848	12.585425
14.618366	6.728620
14.648885	-0.625918
14.679403	-4.113176
14.709922	-3.129591
14.740440	-1.788337
14.770959	-2.503673
14.801477	-4.593792
14.831996	-4.470844
14.862514	1.050648
14.893033	5.722680
14.923551	6.214473
14.954070	5.096762
14.984588	1.285368
15.015107	2.425433
15.045625	7.466309
15.076144	7.734560
15.106662	7.376892
15.137181	4.772626
15.167699	-3.956697
15.198218	-16.765665
15.228736	-21.817719
15.259255	-8.986396
15.289773	4.672032
15.320292	-0.804752
15.350810	-19.850546
15.381329	-27.093313
15.411847	-5.700326
15.442366	25.036726
15.472884	32.547745
15.503403	19.694067
15.533921	9.008750
15.564440	10.260587
15.594958	17.458645
15.625477	11.389475
15.655995	-6.795682
15.686514	-7.958102
15.717032	-0.536501
15.747551	-14.071980
15.778069	-26.512104
15.808588	-48.911030
15.839106	-95.586639
15.869625	-66.548508
15.900143	30.647635
15.930662	57.919781
15.961180	38.236893
15.991699	52.957146
16.022217	53.605419
16.052736	12.373060
16.083254	-16.843904
16.113773	-36.191483
16.144292	-62.144730
16.174810	-54.700775
16.205329	-2.458964
16.235847	65.151375
16.266366	109.781570
16.296884	99.409210
16.327403	51.336464
16.357921	2.146005
16.388440	-46.139107
16.418958	-93.932426
16.449477	-104.528328
16.479995	-62.267677
16.510514	-5.420898
16.541032	40.125824
16.571551	57.316219
16.602069	39.879929
16.632588	9.478189
16.663106	-22.443636
16.693625	-56.410873
16.724143	-68.046242
16.754662	-38.248070
16.785180	8.617552
16.815699	52.800667
16.846217	84.342468
16.876736	75.020760
16.907254	23.963722
16.937773	-20.208214
16.968291	-31.832409
16.998810	-27.808649
17.029328	-22.153030
17.059847	-15.625599
17.090365	-1.251836
17.120884	13.881970
17.151402	15.871495
17.181921	13.591365
17.212439	11.545954
17.242958	6.639203
17.273476	2.056588
17.303995	-5.610909
17.334513	-14.887910
17.365032	-18.330460
17.395550	-14.474357
17.426069	-9.779971
17.456587	-6.706266
17.487106	-2.391901
17.517624	-1.117711
17.548143	1.833046
17.578661	10.595900
17.609180	12.540717
17.639698	8.092227
17.670217	6.818037
17.700735	6.370953
17.731254	-2.637798
17.761773	-17.592770
17.792291	-19.850546
17.822810	-8.136936
17.853328	3.409019
17.883847	7.287476
17.914365	3.789040
17.944884	2.414256
17.975402	4.157885
18.005921	1.922463
18.036439	-1.676566
18.066958	-0.804752
18.097476	3.040174
18.127995	4.716740
18.158513	5.666795
18.189032	5.543846
18.219550	-0.648272
18.250069	-7.578080
18.280587	-8.248707
18.311106	-2.503673
18.341624	5.409721
18.372143	5.365013
18.402661	-1.374784
18.433180	-4.448490
18.463698	-3.308424
18.494217	-1.564795
18.524735	0.380022
18.555254	2.682506
18.585772	1.184774
18.616291	-4.113176
18.646809	-6.080348
18.677328	-3.889634
18.707846	-3.464904
18.738365	-2.570735
18.768883	6.192119
18.799402	13.859616
18.829920	12.697196
18.860439	9.209938
18.890957	3.308424
18.921476	-2.950757
18.951994	-2.011880
18.982513	2.950757
19.013031	9.299356
19.043550	12.741905
19.074068	6.091525
19.104587	-1.307722
19.135105	-5.186179
19.165624	-12.238935
19.196142	-21.012966
19.226661	-27.093313
19.257179	-21.963020
19.287698	-10.461775
19.318216	-5.141470
19.348735	-0.402376
19.379254	8.807562
19.409772	17.168041
19.440291	17.626303
19.470809	9.746440
19.501328	1.162419
19.531846	-4.828511
19.562365	-6.169765
19.592883	0.000000
19.623402	6.147410
19.653920	8.762854
19.684439	9.120522
19.714957	6.046816
19.745476	1.788337
19.775994	-3.520790
19.806513	-7.220413
19.837031	-4.157885
19.867550	2.101297
19.898068	4.292010
19.928587	1.967171
19.959105	-1.765983
19.989624	-5.007345
20.020142	-5.711503
20.050661	-5.610909
20.081179	-5.901514
20.111698	-4.817334
20.142216	-4.672032
20.172735	-3.643738
20.203253	1.877754
20.233772	4.649678
20.264290	3.107236
20.294809	3.051351
20.325327	2.425433
20.355846	2.771923
20.386364	6.795682
20.416883	7.980456
20.447401	3.219007
20.477920	-0.581210
20.508438	-2.302485
20.538957	-4.090822
20.569475	-3.207830
20.599994	-4.873220
20.630512	-10.685317
20.661031	-11.970684
20.691549	-6.963339
20.722068	1.095357
20.752586	7.600434
20.783105	10.662963
20.813623	13.278406
20.844142	11.277703
20.874660	1.520087
20.905179	-8.673437
20.935698	-14.340232
20.966216	-16.229162
20.996735	-12.808968
21.027253	0.592387
21.057772	20.476465
21.088290	27.361565
21.118809	16.542122
21.149327	7.511018
21.179846	0.715335
21.210364	-12.831322
21.240883	-20.923550
21.271401	-18.945200
21.301920	-15.737370
21.332438	-8.740499
21.362957	1.620681
21.393475	8.226353
21.423994	11.735965
21.454512	15.972090
21.485031	16.005621
21.515549	2.738392
21.546068	-14.709076
21.576586	-18.140450
21.607105	-9.612314
21.637623	-2.000703
21.668142	3.509612
21.698660	11.378298
21.729179	17.738073
21.759697	12.272467
21.790216	-2.906049
21.820734	-14.105513
21.851253	-17.067446
21.881771	-14.217283
21.912290	-6.795682
21.942808	5.856805
21.973327	17.816313
22.003845	19.515234
22.034364	12.227757
22.064882	4.057291
22.095401	-2.347193
22.125919	-10.730025
22.156438	-17.346874
22.186956	-13.054864
22.217475	-2.458964
22.247993	3.140768
22.278512	7.969279
22.309030	14.843202
22.339549	12.920738
22.370067	2.682506
22.400586	-3.397841
22.431104	-3.721977
22.461623	-5.152647
22.492141	-8.516957
22.522660	-11.177110
22.553179	-10.372357
22.583697	-8.718145
22.614216	-7.063933
22.644734	1.654212
22.675253	12.652488
22.705771	15.469120
22.736290	10.238233
22.766808	2.615444
22.797327	-0.491793
22.827845	-0.961231
22.858364	-4.783803
22.888882	-8.584021
22.919401	-5.666795
22.949919	1.162419
22.980438	3.219007
23.010956	0.737689
23.041475	1.263013
23.071993	3.431373
23.102512	1.967171
23.133030	-2.615444
23.163549	-4.515552
23.194067	-0.491793
23.224586	0.670627
23.255104	-1.609504
23.285623	-0.424730
23.316141	0.044708
23.346660	-0.625918
23.377178	5.208533
23.407697	13.714314
23.438215	12.071279
23.468734	-2.660152
23.499252	-23.650764
23.529771	-30.938240
23.560289	-11.490068
23.590808	5.376190
23.621326	2.950757
23.651845	1.531264
23.682363	2.235422
23.712882	2.481318
23.743400	5.677972
23.773919	5.577378
23.804437	3.643738
23.834956	5.186179
23.865474	12.764259
23.895993	22.622469
23.926511	19.157566
23.957030	6.393307
23.987548	6.080348
24.018067	11.400652
24.048585	5.096762
24.079104	-9.031104
24.109622	-23.069553
24.140141	-35.230247
24.170660	-47.569778
24.201178	-59.641056
24.231697	-60.177559
24.262215	-31.608866
24.292734	25.819122
24.323252	75.579613
24.353771	91.652298
24.384289	74.808395
24.414808	39.276363
24.445326	-0.782398
24.475845	-36.973877
24.506363	-49.894615
24.536882	-38.270424
24.567400	-18.911669
24.597919	7.354538
24.628437	34.783165
24.658956	40.829983
24.689474	19.872900
24.719993	-8.025165
24.750511	-24.500225
24.781030	-26.936834
24.811548	-22.153030
24.842067	-14.194929
24.872585	-3.643738
24.903104	3.330779
24.933622	4.135530
24.964141	1.352430
24.994659	-0.894169
25.025178	3.979051
25.055696	9.567606
25.086215	6.315067
25.116733	2.324839
25.147252	6.572140
25.177770	13.457240
25.208289	13.993741
25.238807	8.047519
25.269326	0.447084
25.299844	-4.996168
25.330363	-3.844926
25.360881	2.961934
25.391400	5.566201
25.421918	-3.923166
25.452437	-17.592770
25.482955	-22.846012
25.513474	-23.404867
25.543992	-21.862427
25.574511	-13.300760
25.605029	1.520087
25.635548	13.524302
25.666066	16.419174
25.696585	12.093633
25.727103	4.917928
25.757622	-2.034234
25.788141	-9.880565
25.818659	-16.586830
25.849178	-13.166636
25.879696	2.526027
25.910215	16.899790
25.940733	18.688128
25.971252	14.329055
26.001770	14.071980
26.032289	14.217283
26.062807	4.850865
26.093326	-5.901514
26.123844	-11.445360
26.154363	-18.486938
26.184881	-21.102383
26.215400	-14.396117
26.245918	-5.085585
26.276437	-0.178834
26.306955	1.408316
26.337474	4.247302
26.367992	4.828511
26.398511	1.195951
26.429029	-0.804752
26.459548	0.670627
26.490066	0.536501
26.520585	-1.017117
26.551103	2.168359
26.581622	9.567606
26.612140	14.664368
26.642659	13.904325
26.673177	8.673437
26.703696	4.381427
26.734214	1.408316
26.764733	-2.503673
26.795251	-5.856805
26.825770	-7.935748
26.856288	-6.426838
26.886807	-4.292010
26.917325	-4.113176
26.947844	-2.660152
26.978362	-0.894169
27.008881	1.117711
27.039399	2.861340
27.069918	3.219007
27.100436	2.347193
27.130955	0.268251
27.161473	-1.296545
27.191992	-1.564795
27.222510	-0.156480
27.253029	4.202593
27.283547	8.762854
27.314066	10.104107
27.344584	6.572140
27.375103	-1.609504
27.405622	-7.511018
27.436140	-5.186179
27.466659	2.458964
27.497177	7.533372
27.527696	6.393307
27.558214	1.978348
27.588733	-3.375487
27.619251	-7.891039
27.649770	-12.563071
27.680288	-14.250814
27.710807	-8.919333
27.741325	-2.190713
27.771844	4.247302
27.802362	8.226353
27.832881	7.242767
27.863399	5.141470
27.893918	-0.871815
27.924436	-10.171169
27.954955	-15.267932
27.985473	-14.664368
28.015992	-8.740499
28.046510	0.357668
28.077029	7.019225
28.107547	9.031104
28.138066	6.270359
28.168584	1.710098
28.199103	-1.922463
28.229621	-4.817334
28.260140	-5.253242
28.290658	-0.692981
28.321177	7.399247
28.351695	10.931213
28.382214	8.114581
28.412732	1.743629
28.443251	-8.405187
28.473769	-16.273872
28.504288	-15.469120
28.534806	-6.795682
28.565325	5.812097
28.595843	15.692662
28.626362	17.704542
28.656880	13.054864
28.687399	5.365013
28.717917	-3.308424
28.748436	-10.081753
28.778954	-14.820848
28.809473	-17.212749
28.839991	-13.546657
28.870510	-4.113176
28.901028	5.767388
28.931547	13.233698
28.962065	14.217283
28.992584	8.718145
29.023103	2.414256
29.053621	-1.073003
29.084140	-1.128888
29.114658	-0.603564
29.145177	1.005940
29.175695	4.917928
29.206214	8.047519
29.236732	6.974516
29.267251	2.425433
29.297769	-0.402376
29.328288	-1.341253
29.358806	-4.962636
29.389325	-7.868685
29.419843	-4.828511
29.450362	-1.162419
29.480880	-1.330076
29.511399	0.804752
29.541917	5.901514
29.572436	2.984288
29.602954	-6.683911
29.633473	-11.937153
29.663991	-9.791148
29.694510	-3.353133
29.725028	0.089417
29.755547	1.698921
29.786065	8.315769
29.816584	16.318581
29.847102	16.251516
29.877621	6.192119
29.908139	-4.068468
29.938658	-7.153350
29.969176	-5.655617
29.999695	-5.175002
30.030213	-4.023759
30.060732	3.051351
30.091250	8.047519
30.121769	4.381427
30.152287	0.715335
30.182806	-2.011880
30.213324	-9.813502
30.243843	-16.050329
30.274361	-13.010156
30.304880	-3.844926
30.335398	3.453727
30.365917	5.208533
30.396435	6.348598
30.426954	7.130996
30.457472	3.151945
30.487991	-3.934343
30.518509	-9.209938
30.549028	-10.238233
30.579546	-6.303890
30.610065	1.922463
30.640584	9.299356
30.671102	12.876030
30.701621	13.278406
30.732139	11.087692
30.762658	5.555024
30.793176	-4.716740
30.823695	-14.172575
30.854213	-16.340935
30.884732	-13.367823
30.915250	-9.120522
30.945769	-4.079645
30.976287	2.023057
31.006806	9.075813
31.037324	14.329055
31.067843	14.004918
31.098361	7.354538
31.128880	-1.296545
31.159398	-6.080348
31.189917	-7.544549
31.220435	-6.952162
31.250954	-5.432075
31.281472	-2.056588
31.311991	0.983586
31.342509	1.117711
31.373028	2.000703
31.403546	1.497733
31.434065	-3.811394
31.464583	-10.864150
31.495102	-13.859616
31.525620	-9.277001
31.556139	-1.475379
31.586657	6.013285
31.617176	21.929489
31.647694	45.446129
31.678213	57.472698
31.708731	42.160057
31.739250	8.416364
31.769768	-22.175385
31.800287	-47.167404
31.830805	-70.147537
31.861324	-75.423134
31.891842	-45.624962
31.922361	1.195951
31.952879	34.872581
31.983398	51.146454
32.013916	48.709843
32.044435	31.675928
32.074953	5.767388
32.105472	-20.476465
32.135990	-32.726578
32.166509	-37.085651
32.197027	-30.982948
32.227546	-7.309830
32.258065	29.082840
32.288583	53.706013
32.319102	38.315132
32.349620	8.494603
32.380139	4.493198
32.410657	14.552597
32.441176	7.891039
32.471694	-8.472249
32.502213	-12.674842
32.532731	-10.417067
32.563250	-19.582296
32.593768	-39.432842
32.624287	-41.981224
32.654805	-18.934023
32.685324	6.907454
32.715842	27.182730
32.746361	38.985760
32.776879	36.895638
32.807398	18.419876
32.837916	-5.856805
32.868435	-21.370634
32.898953	-32.145367
32.929472	-37.946285
32.959990	-25.997957
32.990509	2.861340
33.021027	30.513510
33.051546	37.733921
33.082064	23.516638
33.112583	6.214473
33.143101	-2.324839
33.173620	-6.069170
33.204138	-11.803028
33.234657	-14.731430
33.265175	-5.096762
33.295694	8.226353
33.326212	9.567606
33.356731	3.409019
33.387249	-2.861340
33.417768	-3.666092
33.448286	2.593089
33.478805	5.007345
33.509323	-1.162419
33.539842	-9.377595
33.570360	-10.953568
33.600879	-4.917928
33.631397	3.151945
33.661916	7.175704
33.692434	7.600434
33.722953	12.876030
33.753471	20.923550
33.783990	14.485534
33.814508	-10.327649
33.845027	-32.659515
33.875546	-39.231655
33.906064	-36.426201
33.936583	-27.059782
33.967101	-6.482724
33.997620	21.102383
34.028138	39.343426
34.058657	42.875393
34.089175	37.242130
34.119694	21.951843
34.150212	0.111771
34.180731	-19.850546
34.211249	-30.289967
34.241768	-29.842882
34.272286	-19.369930
34.302805	-0.983586
34.333323	17.369228
34.363842	27.037428
34.394360	25.807945
34.424879	16.989206
34.455397	5.733857
34.485916	-3.174299
34.516434	-13.054864
34.546953	-24.857891
34.577471	-29.563456
34.607990	-24.321390
34.638508	-15.111452
34.669027	-2.637798
34.699545	10.852973
34.730064	20.700006
34.760582	22.980137
34.791101	16.296227
34.821619	4.470844
34.852138	-10.394711
34.882656	-22.220095
34.913175	-22.868366
34.943693	-12.518363
34.974212	5.007345
35.004730	22.443636
35.035249	29.865236
35.065767	23.874306
35.096286	7.153350
35.126804	-10.003513
35.157323	-17.033915
35.187841	-15.178514
35.218360	-10.137638
35.248878	-4.414958
35.279397	3.129591
35.309915	11.758319
35.340434	14.597305
35.370952	9.947627
35.401471	1.497733
35.431990	-6.594495
35.462508	-11.568309
35.493027	-13.993741
35.523545	-12.138341
35.554064	-4.560261
35.584582	4.716740
35.615101	8.505780
35.645619	6.303890
35.676138	2.414256
35.706656	-1.430670
35.737175	-4.247302
35.767693	-3.353133
35.798212	1.788337
35.828730	4.292010
35.859249	1.050648
35.889767	-5.007345
35.920286	-10.327649
35.950804	-9.265823
35.981323	-3.543144
36.011841	4.470844
36.042360	15.558537
36.072878	20.588236
36.103397	15.290286
36.133915	6.639203
36.164434	-2.235422
36.194952	-11.389475
36.225471	-19.984673
36.255989	-20.901196
36.286508	-10.864150
36.317026	2.436610
36.347545	11.467714
36.378063	11.020630
36.408582	6.169765
36.439100	1.665389
36.469619	-4.347896
36.500137	-8.136936
36.530656	-7.958102
36.561174	-5.432075
36.591693	-2.660152
36.622211	0.368845
36.652730	3.844926
36.683248	4.023759
36.713767	2.526027
36.744285	4.884397
36.774804	8.461072
36.805322	8.315769
36.835841	5.186179
36.866359	0.938877
36.896878	-3.487258
36.927396	-6.438015
36.957915	-5.297950
36.988433	-1.330076
37.018952	2.235422
37.049471	3.844926
37.079989	2.950757
37.110508	-0.178834
37.141026	-4.828511
37.171545	-7.466309
37.202063	-9.086990
37.232582	-10.841796
37.263100	-8.181644
37.293619	-3.554321
37.324137	-0.927700
37.354656	2.727215
37.385174	9.835856
37.415693	16.564476
37.446211	14.943795
37.476730	4.962636
37.507248	-4.783803
37.537767	-9.880565
37.568285	-10.528837
37.598804	-8.125758
37.629322	-3.308424
37.659841	4.157885
37.690359	11.713611
37.720878	17.883375
37.751396	16.463882
37.781915	5.823274
37.812433	-3.543144
37.842952	-7.823977
37.873470	-8.740499
37.903989	-8.572843
37.934507	-5.879159
37.965026	-1.788337
37.995544	1.117711
38.026063	7.332184
38.056581	13.054864
38.087100	9.299356
38.117618	-0.983586
38.148137	-11.512423
38.178655	-18.621065
38.209174	-19.492880
38.239692	-13.747845
38.270211	-3.844926
38.300729	4.426136
38.331248	10.774734
38.361766	14.664368
38.392285	12.283644
38.422803	5.923868
38.453322	-0.491793
38.483840	-3.867280
38.514359	-5.443253
38.544877	-5.677972
38.575396	-1.587150
38.605914	3.196653
38.636433	5.856805
38.666952	6.974516
38.697470	5.365013
38.727989	1.408316
38.758507	-3.353133
38.789026	-6.236827
38.819544	-5.633263
38.850063	-4.068468
38.880581	-3.286070
38.911100	-2.470141
38.941618	-1.408316
38.972137	1.095357
39.002655	1.989526
39.033174	-1.140065
39.063692	-4.224947
39.094211	-4.862042
39.124729	-4.984991
39.155248	-5.264419
39.185766	-5.074408
39.216285	-5.677972
39.246803	-3.129591
39.277322	2.213068
39.307840	5.722680
39.338359	8.405187
39.368877	8.494603
39.399396	6.035639
39.429914	2.213068
39.460433	-6.370953
