Агрегат: 04030002
Точка: П3®
Направление измерений: Произвольное
Замер: ЕФС-У
Дата и время: 30.05.2018 13:44:45
Режим измерений: Основной
Тип замера: Форма сигнала
Тип диапазона: Временной
Выборка: 32768
Единицы: м/с?
Представление величин: ПИК
Усреднения: Линейные
Количество усреднений: 1
ФВЧ (Гц): 500.000000
ФНЧ (Гц): 12800.000000
Период (мс): 1000.000000

мсек	Канал А, м/с?
3.936888	-0.121618
3.967406	-0.625465
3.997925	-1.020725
4.028443	-1.532173
4.058962	-2.206503
4.089480	-2.030591
4.119999	-0.625465
4.150517	0.851328
4.181036	1.832961
4.211554	2.171755
4.242073	1.945892
4.272591	1.356261
4.303110	0.162882
4.333628	-1.267219
4.364147	-2.058824
4.394665	-2.088142
4.425184	-1.468106
4.455702	-0.207403
4.486221	1.142343
4.516739	2.294459
4.547258	2.671258
4.577776	2.290115
4.608295	1.598412
4.638813	0.401775
4.669332	-0.612435
4.699850	-1.197723
4.730369	-1.154288
4.760887	-0.430007
4.791406	0.069496
4.821924	0.153109
4.852443	-0.230206
4.882962	-1.068503
4.913480	-2.015388
4.943999	-2.727724
4.974517	-2.821110
5.005036	-2.401961
5.035554	-2.011045
5.066073	-1.552805
5.096591	-0.686275
5.127110	-0.199801
5.157628	-0.685189
5.188147	-1.533259
5.218665	-1.878568
5.249184	-1.587553
5.279702	-1.240072
5.310221	-0.780746
5.340739	0.201973
5.371258	1.437702
5.401776	1.987156
5.432295	1.806900
5.462813	1.355175
5.493332	0.610263
5.523850	0.105330
5.554369	-0.093385
5.584887	-0.080355
5.615406	0.655870
5.645924	1.674423
5.676443	2.515978
5.706961	3.033942
5.737480	3.166419
5.767998	3.040457
5.798517	2.385673
5.829035	1.244416
5.859554	0.469099
5.890072	0.419149
5.920591	0.521221
5.951109	0.469099
5.981628	0.347481
6.012146	0.013031
6.042665	-0.224777
6.073183	-0.710164
6.103702	-1.653791
6.134220	-2.545297
6.164739	-3.483495
6.195257	-3.461777
6.225776	-2.466028
6.256294	-1.788440
6.286813	-1.450732
6.317331	-1.194465
6.347850	-0.958830
6.378368	-0.838297
6.408887	-0.736225
6.439405	0.067324
6.469924	1.103251
6.500443	1.459419
6.530961	1.059816
6.561480	-0.119447
6.591998	-1.633160
6.622517	-2.914495
6.653035	-3.168590
6.683554	-2.043621
6.714072	-0.544025
6.744591	0.776402
6.775109	1.891598
6.805628	2.762472
6.836146	2.828711
6.866665	1.682024
6.897183	0.435437
6.927702	-0.298616
6.958220	-0.046693
6.988739	1.308482
7.019257	2.371556
7.049776	2.824367
7.080294	2.866716
7.110813	2.130491
7.141331	1.207496
7.171850	-0.251924
7.202368	-2.137007
7.232887	-2.770073
7.263405	-2.709264
7.293924	-2.428022
7.324442	-1.759121
7.354961	-1.181435
7.385479	-0.421320
7.415998	-0.165053
7.446516	-1.114110
7.477035	-2.141350
7.507553	-2.462770
7.538072	-2.123976
7.568590	-1.507198
7.599109	-0.624380
7.629627	0.829610
7.660146	2.024076
7.690664	2.226049
7.721183	1.224870
7.751701	-0.465841
7.782220	-1.911144
7.812738	-2.620222
7.843257	-2.206503
7.873775	-0.905622
7.904294	0.992492
7.934812	2.727724
7.965331	3.564936
7.995849	3.309754
8.026368	1.900285
8.056887	0.270383
8.087405	-0.795948
8.117924	-1.110853
8.148442	-0.174826
8.178961	1.868795
8.209479	3.579052
8.239998	4.036206
8.270516	3.533445
8.301035	2.341152
8.331553	1.090221
8.362072	0.174826
8.392590	-0.371370
8.423109	-0.034748
8.453627	0.597233
8.484146	0.697133
8.514664	0.145508
8.545183	-0.949057
8.575701	-2.015388
8.606220	-2.677774
8.636738	-2.897121
8.667257	-2.616965
8.697775	-1.908973
8.728294	-0.855671
8.758812	-0.103158
8.789331	-0.282328
8.819849	-1.094564
8.850368	-1.767808
8.880886	-1.922003
8.911405	-1.676595
8.941923	-1.047872
8.972442	0.076011
9.002960	1.537602
9.033479	2.762472
9.063997	3.183793
9.094516	2.553984
9.125034	1.227041
9.155553	-0.612435
9.186071	-2.501862
9.216590	-3.470464
9.247108	-3.179449
9.277627	-1.597326
9.308145	0.864358
9.338664	3.101266
9.369182	4.597605
9.399701	5.155746
9.430219	4.069869
9.460738	1.195551
9.491256	-2.321606
9.521775	-4.569372
9.552293	-4.751800
9.582812	-3.238086
9.613330	-0.891505
9.643849	1.511541
9.674368	3.258718
9.704886	3.592083
9.735405	2.501862
9.765923	0.616778
9.796442	-1.196637
9.826960	-2.123976
9.857479	-1.963266
9.887997	-0.744912
9.918516	0.851328
9.949034	1.774324
9.979553	1.708085
10.010071	0.799206
10.040590	-0.323591
10.071108	-1.346488
10.101627	-2.065339
10.132145	-1.753692
10.162664	-0.453897
10.193182	1.376893
10.223701	2.784190
10.254219	3.310840
10.284738	3.031770
10.315256	1.720030
10.345775	0.121618
10.376293	-0.990320
10.406812	-1.370377
10.437330	-0.591803
10.467849	1.096736
10.498367	2.923182
10.528886	4.245781
10.559404	4.013403
10.589923	1.974125
10.620441	-0.883904
10.650960	-3.720216
10.681478	-5.463049
10.711997	-5.516257
10.742515	-4.178456
10.773034	-2.002358
10.803552	0.236721
10.834071	1.832961
10.864589	1.881826
10.895108	0.462584
10.925626	-1.007694
10.956145	-1.919831
10.986663	-2.150037
11.017182	-2.021904
11.047700	-1.528915
11.078219	-0.523393
11.108737	0.108588
11.139256	-0.138992
11.169774	-1.111938
11.200293	-1.761293
11.230811	-1.496339
11.261330	-0.894763
11.291849	-0.056466
11.322367	0.677588
11.352886	1.409469
11.383404	2.060995
11.413923	1.761293
11.444441	0.855671
11.474960	0.052122
11.505478	-0.185685
11.535997	0.045607
11.566515	0.471271
11.597034	1.452904
11.627552	2.783104
11.658071	3.965624
11.688589	4.072041
11.719108	2.858029
11.749626	1.235729
11.780145	-0.873045
11.810663	-3.081720
11.841182	-4.533538
11.871700	-4.739855
11.902219	-3.605113
11.932737	-1.475707
11.963256	1.203152
11.993774	3.162075
12.024293	3.596426
12.054811	2.251024
12.085330	-0.807893
12.115848	-3.696327
12.146367	-5.114483
12.176885	-5.194838
12.207404	-4.000372
12.237922	-2.050137
12.268441	0.622208
12.298959	3.435716
12.329478	4.565029
12.359996	3.210939
12.390515	1.025068
12.421033	-0.622208
12.451552	-1.620129
12.482070	-1.952408
12.512589	-1.991499
12.543107	-1.159717
12.573626	0.201973
12.604144	0.944713
12.634663	1.270477
12.665181	1.283507
12.695700	1.525658
12.726218	1.867709
12.756737	1.528915
12.787255	0.838297
12.817774	-0.165053
12.848292	-1.025068
12.878811	-1.429015
12.909330	-1.633160
12.939848	-1.692883
12.970367	-1.246587
13.000885	0.456069
13.031404	2.182614
13.061922	2.401961
13.092441	1.476793
13.122959	0.382229
13.153478	-0.039092
13.183996	-0.380057
13.214515	-1.164061
13.245033	-1.676595
13.275552	-1.692883
13.306070	-1.592982
13.336589	-1.545204
13.367107	-1.331286
13.397626	-1.285679
13.428144	-1.307396
13.458663	-0.855671
13.489181	-0.145508
13.519700	0.716679
13.550218	1.449646
13.580737	2.067511
13.611255	2.684289
13.641774	2.284686
13.672292	1.096736
13.702811	0.332278
13.733329	0.182427
13.763848	0.860015
13.794366	2.157639
13.824885	3.353189
13.855403	4.016661
13.885922	3.922189
13.916440	3.040457
13.946959	1.672251
13.977477	0.062981
14.007996	-1.389923
14.038514	-2.032763
14.069033	-2.030591
14.099551	-1.659221
14.130070	-0.362683
14.160588	1.237900
14.191107	2.163068
14.221625	2.067511
14.252144	0.731881
14.282662	-0.692790
14.313181	-1.459419
14.343699	-2.145694
14.374218	-2.021904
14.404736	-0.438694
14.435255	1.385580
14.465773	2.275999
14.496292	1.630988
14.526811	0.091214
14.557329	-0.745998
14.587848	-1.257446
14.618366	-2.096829
14.648885	-2.552898
14.679403	-2.380243
14.709922	-1.654877
14.740440	-0.750341
14.770959	-0.390916
14.801477	-0.473443
14.831996	-0.486473
14.862514	-0.415891
14.893033	-0.338794
14.923551	-0.085784
14.954070	0.412633
14.984588	1.452904
15.015107	2.383501
15.045625	2.119633
15.076144	1.424671
15.106662	1.010952
15.137181	0.851328
15.167699	1.220526
15.198218	1.911144
15.228736	2.470371
15.259255	2.768987
15.289773	2.601762
15.320292	1.777581
15.350810	0.610263
15.381329	-0.873045
15.411847	-2.814594
15.442366	-3.853779
15.472884	-3.170762
15.503403	-1.850335
15.533921	-0.955572
15.564440	-0.990320
15.594958	-1.355175
15.625477	-1.516971
15.655995	-1.728717
15.686514	-2.067511
15.717032	-1.979555
15.747551	-1.160803
15.778069	-0.143336
15.808588	0.999007
15.839106	1.747177
15.869625	1.789526
15.900143	1.633160
15.930662	0.846984
15.961180	-0.416977
15.991699	-2.071854
16.022217	-3.227228
16.052736	-2.551812
16.083254	-0.780746
16.113773	0.686275
16.144292	1.259618
16.174810	1.348660
16.205329	1.259618
16.235847	0.816580
16.266366	0.228034
16.296884	-0.452811
16.327403	-0.684103
16.357921	-0.028233
16.388440	1.113024
16.418958	2.241251
16.449477	2.347667
16.479995	1.693969
16.510514	1.169490
16.541032	0.905622
16.571551	1.016381
16.602069	0.668900
16.632588	-0.434351
16.663106	-1.675509
16.693625	-2.584388
16.724143	-2.849342
16.754662	-2.719037
16.785180	-2.266226
16.815699	-1.106509
16.846217	0.308389
16.876736	1.382322
16.907254	2.137007
16.937773	2.254282
16.968291	1.591896
16.998810	0.474528
17.029328	-0.802463
17.059847	-1.696141
17.090365	-1.841648
17.120884	-0.944713
17.151402	0.677588
17.181921	1.868795
17.212439	1.984984
17.242958	1.683110
17.273476	1.533259
17.303995	1.020725
17.334513	-0.595061
17.365032	-2.847171
17.395550	-4.041636
17.426069	-3.259804
17.456587	-1.178177
17.487106	0.786175
17.517624	2.137007
17.548143	2.643026
17.578661	2.325949
17.609180	1.598412
17.639698	0.070582
17.670217	-1.318255
17.700735	-1.630988
17.731254	-1.665736
17.761773	-1.242244
17.792291	-0.464756
17.822810	0.521221
17.853328	1.902457
17.883847	2.511634
17.914365	2.267312
17.944884	1.859022
17.975402	1.372549
18.005921	0.492988
18.036439	-0.755771
18.066958	-1.818845
18.097476	-2.430194
18.127995	-2.108774
18.158513	-1.033755
18.189032	0.186771
18.219550	1.299795
18.250069	1.461591
18.280587	1.337801
18.311106	1.661392
18.341624	1.874224
18.372143	1.958923
18.402661	1.641847
18.433180	1.147772
18.463698	0.912137
18.494217	0.495160
18.524735	-0.456069
18.555254	-1.563663
18.585772	-2.041450
18.616291	-2.054480
18.646809	-2.002358
18.677328	-2.024076
18.707846	-2.053394
18.738365	-1.772152
18.768883	-1.463763
18.799402	-1.193379
18.829920	-0.934940
18.860439	-0.663471
18.890957	-0.208488
18.921476	0.323591
18.951994	1.146687
18.982513	2.025161
19.013031	2.640854
19.043550	2.686461
19.074068	1.706999
19.104587	0.390916
19.135105	-0.838297
19.165624	-1.944806
19.196142	-2.422593
19.226661	-2.549640
19.257179	-2.347667
19.287698	-1.446389
19.318216	-0.327935
19.348735	0.436523
19.379254	0.860015
19.409772	0.712336
19.440291	0.234550
19.470809	0.076011
19.501328	0.451725
19.531846	1.273734
19.562365	1.876396
19.592883	1.928518
19.623402	1.481137
19.653920	1.099994
19.684439	1.094564
19.714957	0.972946
19.745476	0.807893
19.775994	0.765544
19.806513	0.816580
19.837031	0.503847
19.867550	-0.780746
19.898068	-1.980640
19.928587	-1.904629
19.959105	-0.977290
19.989624	-0.057552
20.020142	0.599404
20.050661	1.224870
20.081179	1.821016
20.111698	1.711343
20.142216	0.548368
20.172735	-0.855671
20.203253	-1.520228
20.233772	-1.337801
20.264290	-0.676502
20.294809	0.460412
20.325327	1.465935
20.355846	1.867709
20.386364	1.392095
20.416883	-0.084698
20.447401	-1.654877
20.477920	-2.762472
20.508438	-2.918839
20.538957	-1.971953
20.569475	-0.403946
20.599994	1.442045
20.630512	2.745098
20.661031	2.927526
20.691549	2.143522
20.722068	0.509277
20.752586	-1.353003
20.783105	-2.957930
20.813623	-3.898300
20.844142	-3.361876
20.874660	-1.537602
20.905179	0.399603
20.935698	1.448560
20.966216	1.233557
20.996735	0.289929
21.027253	-0.284500
21.057772	-0.110759
21.088290	0.192200
21.118809	0.573343
21.149327	1.177091
21.179846	1.609270
21.210364	1.852507
21.240883	1.641847
21.271401	0.684103
21.301920	0.018460
21.332438	-0.017374
21.362957	0.047779
21.393475	0.603748
21.423994	0.788347
21.454512	-0.010859
21.485031	-0.936026
21.515549	-1.715686
21.546068	-2.245595
21.576586	-2.460598
21.607105	-2.295545
21.637623	-1.647276
21.668142	-0.662385
21.698660	-0.005429
21.729179	0.130305
21.759697	-0.078183
21.790216	-0.551626
21.820734	-1.320427
21.851253	-2.349839
21.881771	-2.875403
21.912290	-2.884090
21.942808	-2.713608
21.973327	-2.117461
22.003845	-1.418156
22.034364	-0.458240
22.064882	0.774231
22.095401	1.525658
22.125919	1.639675
22.156438	1.524572
22.186956	1.402954
22.217475	1.355175
22.247993	1.332372
22.278512	1.342144
22.309030	1.477879
22.339549	1.672251
22.370067	2.084885
22.400586	2.663657
22.431104	3.190308
22.461623	3.292380
22.492141	2.558327
22.522660	1.450732
22.553179	0.447381
22.583697	-0.593975
22.614216	-1.510455
22.644734	-1.863366
22.675253	-1.598412
22.705771	-0.906708
22.736290	-0.276899
22.766808	0.264954
22.797327	0.756857
22.827845	0.573343
22.858364	-0.394174
22.888882	-1.763465
22.919401	-2.540953
22.949919	-2.447568
22.980438	-2.357440
23.010956	-2.286858
23.041475	-2.201074
23.071993	-1.878568
23.102512	-1.435530
23.133030	-1.405125
23.163549	-1.581038
23.194067	-1.635331
23.224586	-1.328028
23.255104	-0.675416
23.285623	0.008687
23.316141	0.269298
23.346660	0.097729
23.377178	0.080355
23.407697	0.807893
23.438215	1.889427
23.468734	2.488831
23.499252	2.588732
23.529771	2.818938
23.560289	3.175106
23.590808	3.180535
23.621326	2.800478
23.651845	2.176098
23.682363	1.902457
23.712882	2.024076
23.743400	1.781925
23.773919	1.245501
23.804437	0.822009
23.834956	0.726452
23.865474	1.046786
23.895993	1.090221
23.926511	0.330107
23.957030	-0.121618
23.987548	-0.007601
24.018067	-0.034748
24.048585	-0.074926
24.079104	-0.338794
24.109622	-0.877389
24.140141	-1.461591
24.170660	-2.022990
24.201178	-2.649541
24.231697	-3.070861
24.262215	-2.847171
24.292734	-2.254282
24.323252	-1.528915
24.353771	-0.955572
24.384289	-0.637410
24.414808	-0.637410
24.445326	-1.111938
24.475845	-1.622301
24.506363	-1.494167
24.536882	-0.793776
24.567400	-0.225863
24.597919	-0.013031
24.628437	0.078183
24.658956	0.229120
24.689474	0.299702
24.719993	0.301874
24.750511	0.512534
24.781030	0.990320
24.811548	1.774324
24.842067	2.260797
24.872585	2.447568
24.903104	2.588732
24.933622	2.280343
24.964141	1.624473
24.994659	0.660213
25.025178	-0.145508
25.055696	-0.352910
25.086215	-0.282328
25.116733	0.234550
25.147252	1.381236
25.177770	2.484488
25.208289	2.992678
25.238807	3.023083
25.269326	2.580045
25.299844	1.487652
25.330363	-0.288843
25.360881	-2.380243
25.391400	-3.586653
25.421918	-3.789712
25.452437	-2.797220
25.482955	-0.310561
25.513474	1.998014
25.543992	3.626831
25.574511	3.850521
25.605029	2.359612
25.635548	0.350738
25.666066	-1.979555
25.696585	-3.848350
25.727103	-4.573716
25.757622	-4.126334
25.788141	-2.234736
25.818659	0.073840
25.849178	1.809072
25.879696	2.784190
25.910215	2.643026
25.940733	1.650534
25.971252	0.041263
26.001770	-2.141350
26.032289	-4.352197
26.062807	-5.781211
26.093326	-5.837677
26.123844	-4.048151
26.154363	-1.098908
26.184881	1.552805
26.215400	3.689811
26.245918	5.469564
26.276437	6.332837
26.306955	5.631360
26.337474	2.762472
26.367992	-1.491996
26.398511	-5.212212
26.429029	-7.051688
26.459548	-6.578245
26.490066	-4.178456
26.520585	-0.277985
26.551103	3.513899
26.581622	5.333830
26.612140	4.682303
26.642659	2.419335
26.673177	0.014116
26.703696	-1.630988
26.734214	-2.488831
26.764733	-2.197816
26.795251	-0.415891
26.825770	1.902457
26.856288	3.563850
26.886807	3.665922
26.917325	2.100087
26.947844	0.140078
26.978362	-1.407297
27.008881	-2.380243
27.039399	-2.325949
27.069918	-1.509370
27.100436	-0.699305
27.130955	-0.007601
27.161473	0.486473
27.191992	0.321420
27.222510	-0.710164
27.253029	-1.988242
27.283547	-2.345495
27.314066	-1.380150
27.344584	0.443038
27.375103	2.137007
27.405622	3.218541
27.436140	3.713701
27.466659	3.155560
27.497177	1.604927
27.527696	-0.495160
27.558214	-2.779846
27.588733	-3.834233
27.619251	-3.196823
27.649770	-1.613614
27.680288	0.138992
27.710807	1.299795
27.741325	1.893770
27.771844	1.819931
27.802362	0.747084
27.832881	-0.805721
27.863399	-2.082713
27.893918	-2.352010
27.924436	-1.587553
27.954955	-0.541853
27.985473	0.725366
28.015992	1.481137
28.046510	1.678766
28.077029	1.741747
28.107547	1.146687
28.138066	0.586374
28.168584	0.147679
28.199103	-0.562485
28.229621	-0.978376
28.260140	-0.953400
28.290658	-0.621122
28.321177	0.100987
28.351695	0.786175
28.382214	0.920824
28.412732	0.678673
28.443251	0.238893
28.473769	-0.249752
28.504288	-0.544025
28.534806	-0.982719
28.565325	-1.612528
28.595843	-1.926347
28.626362	-1.670079
28.656880	-0.864358
28.687399	0.058637
28.717917	0.740568
28.748436	1.313912
28.778954	2.000186
28.809473	2.749442
28.839991	2.837398
28.870510	2.271656
28.901028	1.676595
28.931547	1.179263
28.962065	0.942542
28.992584	0.816580
29.023103	0.631981
29.053621	0.461498
29.084140	-0.119447
29.114658	-1.094564
29.145177	-1.898114
29.175695	-2.362869
29.206214	-2.475801
29.236732	-2.307489
29.267251	-1.779753
29.297769	-0.984891
29.328288	-0.264954
29.358806	0.283414
29.389325	0.271469
29.419843	-0.004344
29.450362	-0.146593
29.480880	-0.154195
29.511399	0.173740
29.541917	0.664557
29.572436	1.183606
29.602954	1.550633
29.633473	1.676595
29.663991	1.402954
29.694510	0.643925
29.725028	-0.006515
29.755547	-0.564656
29.786065	-0.793776
29.816584	-0.286672
29.847102	0.390916
29.877621	1.281335
29.908139	2.229306
29.938658	2.485573
29.969176	2.224963
29.999695	1.715686
30.030213	1.195551
30.060732	1.227041
30.091250	1.411641
30.121769	1.243330
30.152287	0.886076
30.182806	0.464756
30.213324	0.112931
30.243843	-0.313819
30.274361	-1.081534
30.304880	-1.869881
30.335398	-2.438881
30.365917	-2.707092
30.396435	-2.597419
30.426954	-2.345495
30.457472	-1.767808
30.487991	-0.936026
30.518509	-0.293187
30.549028	0.134649
30.579546	0.360511
30.610065	0.474528
30.640584	0.477786
30.671102	0.460412
30.701621	0.586374
30.732139	0.781832
30.762658	1.061988
30.793176	0.966431
30.823695	0.503847
30.854213	0.256267
30.884732	0.141164
30.915250	0.271469
30.945769	0.627637
30.976287	0.743826
31.006806	0.671072
31.037324	0.525565
31.067843	0.062981
31.098361	-0.456069
31.128880	-0.641754
31.159398	-0.675416
31.189917	-0.173740
31.220435	0.826353
31.250954	1.387751
31.281472	1.689625
31.311991	1.602755
31.342509	1.120625
31.373028	0.864358
31.403546	0.668900
31.434065	0.184599
31.464583	-0.482130
31.495102	-0.966431
31.525620	-1.224870
31.556139	-1.179263
31.586657	-1.075019
31.617176	-1.362776
31.647694	-1.481137
31.678213	-1.672251
31.708731	-2.289030
31.739250	-2.658228
31.769768	-2.686461
31.800287	-1.918745
31.830805	-0.306217
31.861324	1.233557
31.891842	1.932862
31.922361	1.443131
31.952879	0.251924
31.983398	-0.946885
32.013916	-1.554976
32.044435	-1.376893
32.074953	-0.779660
32.105472	0.182427
32.135990	1.174919
32.166509	1.611442
32.197027	1.528915
32.227546	0.726452
32.258065	-0.616778
32.288583	-1.789526
32.319102	-2.421507
32.349620	-2.154381
32.380139	-1.222698
32.410657	-0.169397
32.441176	0.600490
32.471694	0.844813
32.502213	0.965345
32.532731	0.991406
32.563250	0.753599
32.593768	0.527736
32.624287	0.114017
32.654805	-0.154195
32.685324	0.031490
32.715842	0.147679
32.746361	0.420235
32.776879	0.786175
32.807398	0.949057
32.837916	0.886076
32.868435	0.679759
32.898953	0.601576
32.929472	0.471271
32.959990	0.547282
32.990509	0.444124
33.021027	0.023889
33.051546	-0.215004
33.082064	-0.703649
33.112583	-1.292194
33.143101	-1.709171
33.173620	-1.911144
33.204138	-1.778667
33.234657	-1.472450
33.265175	-1.216183
33.295694	-1.079362
33.326212	-0.936026
33.356731	-0.893677
33.387249	-0.833954
33.417768	-0.482130
33.448286	-0.069496
33.478805	0.217175
33.509323	0.241065
33.539842	0.006515
33.570360	-0.184599
33.600879	0.000000
33.631397	0.908879
33.661916	2.381329
33.692434	3.781025
33.722953	4.699677
33.753471	4.721395
33.783990	3.772338
33.814508	1.965438
33.845027	-0.416977
33.875546	-2.406304
33.906064	-3.098008
33.936583	-2.160896
33.967101	-0.198716
33.997620	1.824274
34.028138	2.871060
34.058657	2.564842
34.089175	1.077190
34.119694	-1.442045
34.150212	-3.956937
34.180731	-5.290395
34.211249	-5.085164
34.241768	-3.500869
34.272286	-1.122797
34.302805	1.085877
34.333323	2.599591
34.363842	2.944900
34.394360	1.989327
34.424879	0.427836
34.455397	-0.954486
34.485916	-1.524572
34.516434	-1.051129
34.546953	0.225863
34.577471	1.655963
34.607990	2.682117
34.638508	3.109953
34.669027	2.532266
34.699545	1.179263
34.730064	-0.332278
34.760582	-1.665736
34.791101	-2.167411
34.821619	-1.737404
34.852138	-0.642839
34.882656	0.723194
34.913175	1.652705
34.943693	1.899200
34.974212	1.372549
35.004730	0.292101
35.035249	-0.860015
35.065767	-1.720030
35.096286	-1.745005
35.126804	-0.972946
35.157323	0.277985
35.187841	1.607099
35.218360	2.315091
35.248878	2.258625
35.279397	1.422499
35.309915	-0.064067
35.340434	-1.526744
35.370952	-2.588732
35.401471	-3.054573
35.431990	-2.944900
35.462508	-2.483402
35.493027	-1.859022
35.523545	-1.224870
35.554064	-0.873045
35.584582	-0.705820
35.615101	-0.625465
35.645619	-0.421320
35.676138	0.147679
35.706656	0.816580
35.737175	1.348660
35.767693	1.474622
35.798212	1.311740
35.828730	1.124969
35.859249	1.148858
35.889767	1.543032
35.920286	1.975211
35.950804	2.310747
35.981323	2.362869
36.011841	1.910058
36.042360	0.977290
36.072878	-0.362683
36.103397	-1.632074
36.133915	-2.319434
36.164434	-2.223877
36.194952	-1.554976
36.225471	-0.533166
36.255989	0.642839
36.286508	1.398610
36.317026	1.550633
36.347545	1.075019
36.378063	0.182427
36.408582	-0.462584
36.439100	-0.814408
36.469619	-0.838297
36.500137	-0.414805
36.530656	-0.065153
36.561174	0.036920
36.591693	-0.356168
36.622211	-1.337801
36.652730	-2.597419
36.683248	-3.781025
36.713767	-4.158911
36.744285	-3.559506
36.774804	-2.080541
36.805322	-0.251924
36.835841	1.296538
36.866359	2.362869
36.896878	2.664743
36.927396	2.191301
36.957915	1.320427
36.988433	0.575515
37.018952	0.125962
37.049471	0.004344
37.079989	0.132477
37.110508	0.295359
37.141026	0.527736
37.171545	0.586374
37.202063	0.271469
37.232582	-0.186771
37.263100	-0.712336
37.293619	-1.138000
37.324137	-1.281335
37.354656	-1.233557
37.385174	-0.920824
37.415693	-0.399603
37.446211	0.219347
37.476730	0.921910
37.507248	1.559320
37.537767	1.938291
37.568285	2.008873
37.598804	1.822102
37.629322	1.402954
37.659841	0.875217
37.690359	0.305132
37.720878	-0.251924
37.751396	-0.598318
37.781915	-0.698219
37.812433	-0.488645
37.842952	-0.120532
37.873470	0.248666
37.903989	0.384401
37.934507	0.043435
37.965026	-0.584202
37.995544	-1.328028
38.026063	-1.802557
38.056581	-1.680938
38.087100	-1.079362
38.117618	-0.168311
38.148137	0.727538
38.178655	1.296538
38.209174	1.520228
38.239692	1.394267
38.270211	0.922996
38.300729	0.251924
38.331248	-0.434351
38.361766	-0.968603
38.392285	-1.241158
38.422803	-1.285679
38.453322	-1.224870
38.483840	-1.070675
38.514359	-1.022897
38.544877	-1.344316
38.575396	-1.737404
38.605914	-2.004530
38.636433	-1.780839
38.666952	-1.051129
38.697470	-0.152023
38.727989	0.851328
38.758507	1.654877
38.789026	2.082713
38.819544	1.841648
38.850063	1.016381
38.880581	0.264954
38.911100	-0.105330
38.941618	-0.017374
38.972137	0.275813
39.002655	0.482130
39.033174	0.611349
39.063692	0.565742
39.094211	0.069496
39.124729	-0.724280
39.155248	-1.500683
39.185766	-2.128320
39.216285	-2.321606
39.246803	-2.097915
39.277322	-1.659221
39.307840	-1.085877
39.338359	-0.516878
39.368877	0.078183
39.399396	0.843727
39.429914	1.637503
